"acousticness","danceability","duration_ms","energy","explicit","instrumentalness","key","liveness","loudness","mode","popularity","release_date","speechiness","tempo","valence","year","season","pop_binary","pop_binom"
0.896,0.61,170.36,0.0316,"0",0.00461,"9",0.108,-15.186,"1",70,2020-01-17,0.0486,151.964,0.37,"2020","Winter",1,70
1.36e-05,0.349,83.437,1,"0",0.894,"9",0.563,-5.703,"1",12,2020-12-30,0.0774,137.954,0.4,"2020","Winter",0,12
0.0518,0.684,174.027,0.808,"0",1.02e-05,"0",0.0858,-2.737,"1",83,2020-08-14,0.061,173.905,0.712,"2020","Summer",1,83
0.0738,0.77,36.014,0.223,"1",0,"1",0.247,-17.547,"1",8,2020-07-13,0.933,101.226,0.498,"2020","Summer",0,8
0.952,0.498,181.714,0.0942,"0",0,"1",0.13,-18.713,"1",71,2020-10-12,0.126,139.218,0.299,"2020","Fall",1,71
0.289,0.778,122.535,0.631,"0",9.41e-06,"6",0.101,-7.356,"0",5,2020-10-30,0.167,142.02,0.651,"2020","Fall",0,5
0.0397,0.509,173.961,0.493,"0",1.32e-06,"0",0.102,-6.676,"1",68,2020-03-30,0.0266,97.846,0.264,"2020","Spring",1,68
0.0198,0.571,215.682,0.72,"0",0.929,"9",0.268,-8.404,"1",18,2020-12-11,0.0361,127.994,0.0411,"2020","Fall",0,18
0.00386,0.665,159.173,0.674,"0",0,"7",0.0734,-5.188,"1",74,2020-10-02,0.161,111.516,0.702,"2020","Fall",1,74
0.000171,0.464,200.982,0.995,"0",0.368,"6",0.347,-5.243,"1",19,2020-12-11,0.186,137.945,0.0726,"2020","Fall",0,19
0.262,0.835,169.532,0.482,"1",0,"8",0.0991,-8.607,"0",68,2020-05-07,0.367,143.015,0.448,"2020","Spring",1,68
0.403,0.667,200.652,0.751,"0",0.128,"10",0.518,-6.601,"0",18,2020-12-11,0.12,128.112,0.0924,"2020","Fall",0,18
0.0878,0.716,157.513,0.63,"1",0,"10",0.127,-5.84,"1",66,2020-11-13,0.244,149.225,0.504,"2020","Fall",1,66
0.142,0.594,218.438,0.837,"0",9.69e-05,"0",0.12,-5.073,"0",18,2020-12-11,0.0291,128.031,0.217,"2020","Fall",0,18
0.162,0.715,172.399,0.658,"1",0,"11",0.0742,-4.304,"0",73,2020-08-21,0.106,158.024,0.795,"2020","Summer",1,73
0.000415,0.539,198.923,0.886,"0",0.213,"6",0.469,-4.946,"0",18,2020-12-11,0.0527,129.986,0.394,"2020","Fall",0,18
0.0678,0.446,170.4,0.616,"1",0,"11",0.097,-10.036,"1",67,2020-11-13,0.122,83.163,0.596,"2020","Fall",1,67
0.00487,0.526,221.781,0.943,"0",0.876,"6",0.383,-4.269,"0",19,2020-12-11,0.088,130.023,0.363,"2020","Fall",0,19
0.0244,0.652,157.8,0.597,"0",0.00103,"6",0.238,-6.536,"0",72,2020-11-27,0.0286,90.022,0.333,"2020","Fall",1,72
0.966,0.266,605.053,0.105,"0",0.886,"9",0.163,-19.048,"1",27,2020-01-17,0.0365,90.029,0.103,"2020","Winter",0,27
0.0151,0.642,177.44,0.392,"0",0,"4",0.352,-7.846,"0",77,2020-10-14,0.0372,138.065,0.0479,"2020","Fall",1,77
0.952,0.317,282.493,0.039,"0",0.916,"0",0.225,-19.906,"0",26,2020-01-17,0.0385,93.733,0.177,"2020","Winter",0,26
0.0412,0.848,176.767,0.768,"1",0.000785,"6",0.195,-5.386,"0",82,2020-04-24,0.0373,118.961,0.777,"2020","Spring",1,82
0.923,0.437,262.64,0.143,"0",0.329,"7",0.431,-21.393,"1",26,2020-01-17,0.0461,129.775,0.35,"2020","Winter",0,26
0.92,0.463,244,0.248,"0",0,"0",0.113,-12.036,"1",70,2020-12-10,0.0374,171.346,0.325,"2020","Fall",1,70
0.917,0.57,104.693,0.462,"0",0.907,"2",0.291,-16.246,"1",25,2020-01-17,0.0349,91.663,0.772,"2020","Winter",0,25
0.00647,0.948,253.569,0.63,"1",2.02e-05,"1",0.0737,-7.011,"1",70,2020-08-28,0.219,100.032,0.425,"2020","Summer",1,70
0.843,0.428,134.187,0.433,"0",0.884,"3",0.142,-17.067,"1",26,2020-01-17,0.0701,163.525,0.837,"2020","Winter",0,26
0.0704,0.887,178.901,0.597,"1",0,"6",0.178,-6.66,"0",68,2020-05-29,0.281,129.976,0.477,"2020","Spring",1,68
0.741,0.193,83.167,0.545,"0",0.532,"0",0.501,-10.192,"1",0,2021-01-11,0.0482,97.275,0.0624,"2021","Winter",0,0
0.92,0.181,244.267,0.264,"0",3.94e-05,"8",0.129,-8.177,"1",70,2020-12-11,0.0356,69.302,0.2,"2020","Fall",1,70
0.0678,0.8,393.285,0.917,"0",0.807,"4",0.112,-8.402,"0",0,2021-01-11,0.0682,122.998,0.191,"2021","Winter",0,0
0.472,0.39,248.987,0.388,"0",0,"10",0.157,-9.017,"1",74,2020-05-08,0.0355,72.934,0.187,"2020","Spring",1,74
0.000616,0.621,374.4,0.848,"0",0.891,"1",0.163,-9.042,"1",0,2021-01-11,0.0413,124.996,0.289,"2021","Winter",0,0
0.345,0.595,200.45,0.728,"0",1.14e-05,"10",0.109,-6.677,"0",73,2020-07-31,0.0471,126.919,0.714,"2020","Summer",1,73
0.00021,0.476,222.448,0.994,"0",0.941,"7",0.167,-6.173,"0",14,2020-12-25,0.248,138.245,0.0403,"2020","Winter",0,14
0.91,0.573,198.113,0.21,"1",0.0537,"9",0.102,-18.13,"0",70,2020-06-25,0.0605,107.479,0.19,"2020","Summer",1,70
0.02,0.765,197.76,0.695,"1",0.0437,"2",0.13,-6.57,"1",17,2019-12-20,0.342,159.865,0.7,"2019","Winter",0,17
0.256,0.515,230.241,0.53,"0",0,"4",0.089,-6.974,"1",73,2020-09-10,0.0294,83.056,0.312,"2020","Summer",1,73
0.558,0.304,432,0.55,"0",0.962,"10",0.121,-12.103,"0",0,2021-01-11,0.0379,120.039,0.175,"2021","Winter",0,0
0.0773,0.942,189.147,0.566,"1",0,"11",0.11,-4.834,"1",68,2020-11-13,0.226,132.858,0.479,"2020","Fall",1,68
0.00226,0.419,258.869,0.981,"0",0.837,"2",0.0643,-8.18,"0",14,2020-12-25,0.0593,138.15,0.0614,"2020","Winter",0,14
0.0132,0.729,214,0.588,"1",0.000688,"6",0.147,-7.494,"0",68,2020-12-11,0.248,97.45,0.198,"2020","Fall",1,68
0.0111,0.44,262.619,0.992,"0",0.969,"7",0.165,-5.641,"1",15,2020-12-25,0.0532,138.898,0.092,"2020","Winter",0,15
0.0387,0.668,172.143,0.726,"0",0,"9",0.134,-7.512,"1",80,2020-10-09,0.0468,124.075,0.453,"2020","Fall",1,80
0.909,0.414,148,0.802,"0",0.38,"7",0.584,-11.337,"0",0,2021-01-11,0.0706,120.136,0.0584,"2021","Winter",0,0
0.0156,0.608,164.668,0.735,"0",1.69e-06,"4",0.361,-5.497,"1",67,2020-04-23,0.0371,90.007,0.773,"2020","Spring",1,67
0.000236,0.494,247.515,0.991,"0",0.192,"11",0.149,-5.11,"1",13,2020-12-25,0.325,139.552,0.116,"2020","Winter",0,13
0.128,0.069,252.33,1,"0",0.944,"6",0.953,-14.577,"1",71,2020-02-23,0.0514,77.22,1e-05,"2020","Winter",1,71
0.000583,0.396,220.901,0.98,"0",0.926,"11",0.16,-7.59,"1",14,2020-12-25,0.0574,139.254,0.182,"2020","Winter",0,14
0.0944,0.915,118.547,0.612,"1",0,"1",0.115,-4.535,"1",69,2020-04-17,0.407,129.93,0.758,"2020","Spring",1,69
0.985,0.224,160.89,0.172,"0",0.948,"9",0.0746,-20.824,"1",0,2021-01-11,0.038,100.226,0.0335,"2021","Winter",0,0
0.129,0.779,180.058,0.797,"1",0,"0",0.118,-4.583,"0",68,2020-05-15,0.356,159.958,0.231,"2020","Spring",1,68
1.82e-05,0.389,305.109,0.998,"0",0.896,"7",0.444,-7.444,"0",14,2020-12-25,0.0829,138.337,0.0365,"2020","Winter",0,14
0.406,0.682,186.878,0.7,"0",0,"6",0.174,-5.591,"1",82,2020-01-10,0.0397,120.03,0.637,"2020","Winter",1,82
0.106,0.53,270.56,0.907,"1",0,"11",0.309,-4.573,"1",18,2019-12-20,0.34,202.018,0.56,"2019","Winter",0,18
0.235,0.626,144.53,0.726,"0",0,"5",0.304,-5.015,"1",76,2020-03-25,0.0376,89.132,0.257,"2020","Spring",1,76
0.000145,0.407,291.216,0.99,"0",0.935,"0",0.245,-6.179,"1",13,2020-12-25,0.123,138.506,0.267,"2020","Winter",0,13
0.366,0.687,210.427,0.514,"0",0,"9",0.116,-6.612,"0",77,2020-01-03,0.0897,145.921,0.494,"2020","Winter",1,77
0.653,0.527,279.865,0.228,"0",4.73e-06,"1",0.113,-10.584,"1",11,2020-03-25,0.0272,135.805,0.3,"2020","Spring",0,11
0.0378,0.635,252.812,0.631,"0",0.138,"7",0.0997,-10.007,"1",73,2020-02-07,0.0343,111.563,0.619,"2020","Winter",1,73
0.848,0.514,291.027,0.291,"0",0,"5",0.385,-9.694,"1",21,2020-11-13,0.0369,145.912,0.267,"2020","Fall",0,21
0.111,0.822,265.263,0.66,"1",0,"1",0.143,-3.637,"1",73,2020-06-24,0.0819,113.956,0.802,"2020","Summer",1,73
0.0488,0.482,213.133,0.868,"0",0,"1",0.465,-4.404,"0",12,2020-07-01,0.0677,107.08,0.749,"2020","Summer",0,12
0.224,0.694,196.18,0.685,"1",0,"6",0.124,-6.535,"0",71,2020-08-07,0.133,158.831,0.306,"2020","Summer",1,71
0.594,0.552,203.886,0.657,"0",1.21e-05,"10",0.682,-4.72,"1",9,2020-09-25,0.0333,112.084,0.144,"2020","Fall",0,9
0.966,0.662,220.043,0.181,"0",3.86e-06,"8",0.133,-15.065,"1",70,2020-07-24,0.0415,118.819,0.429,"2020","Summer",1,70
0.00073,0.727,232.941,0.77,"0",0.0137,"8",0.117,-3.47,"1",0,2021-01-15,0.0383,135.939,0.173,"2021","Winter",0,0
0.198,0.77,156.774,0.636,"1",2.92e-06,"10",0.115,-7.636,"0",69,2020-09-18,0.0901,93.032,0.414,"2020","Fall",1,69
0.0166,0.66,257.021,0.635,"1",0.119,"10",0.672,-5.822,"0",0,2021-01-15,0.0472,141.005,0.195,"2021","Winter",0,0
0.00032,0.507,160.222,0.951,"1",0,"11",0.33,-2.999,"1",71,2020-09-25,0.0586,95.016,0.692,"2020","Fall",1,71
0.00943,0.687,593,0.922,"0",0.896,"1",0.0908,-7.305,"1",15,2020-10-02,0.0494,120.009,0.454,"2020","Fall",0,15
0.953,0.582,240.294,0.199,"0",0.00852,"10",0.135,-10.045,"1",71,2020-09-25,0.0321,66.454,0.0783,"2020","Fall",1,71
0.00639,0.684,293.333,0.568,"0",0.819,"10",0.0322,-6.863,"1",0,2021-01-15,0.0388,126.052,0.197,"2021","Winter",0,0
0.87,0.629,145.344,0.221,"1",0,"5",0.291,-10.734,"1",68,2020-05-13,0.0521,110.541,0.602,"2020","Spring",1,68
0.0745,0.677,288,0.766,"0",0.0977,"5",0.0753,-5.874,"0",0,2021-01-15,0.0393,140.003,0.593,"2021","Winter",0,0
0.144,0.959,201.96,0.508,"1",9.82e-05,"2",0.136,-7.857,"1",73,2020-06-12,0.257,107.998,0.346,"2020","Spring",1,73
0.327,0.526,389.189,0.749,"0",0.00141,"9",0.207,-6.434,"0",0,2021-01-15,0.0721,111.014,0.308,"2021","Winter",0,0
0.173,0.786,233.333,0.683,"1",0,"7",0.706,-5.397,"1",68,2020-03-06,0.205,126.002,0.57,"2020","Winter",1,68
0.00452,0.788,197.647,0.719,"0",0.652,"9",0.101,-6.399,"1",0,2021-01-15,0.0511,135.98,0.231,"2021","Winter",0,0
0.0556,0.708,185.746,0.654,"1",0,"5",0.208,-6.76,"0",67,2020-02-21,0.369,168.032,0.697,"2020","Winter",1,67
0.00657,0.716,245.414,0.812,"0",0.0417,"2",0.648,-4.84,"1",0,2021-01-15,0.0863,132.998,0.295,"2021","Winter",0,0
0.0116,0.593,309.053,0.749,"0",0.108,"5",0.314,-5.671,"1",73,2020-04-10,0.0475,164.961,0.65,"2020","Spring",1,73
0.000449,0.748,266.25,0.728,"0",7.24e-05,"6",0.0832,-9.062,"0",0,2021-01-15,0.0412,128.012,0.0378,"2021","Winter",0,0
0.927,0.777,197.902,0.32,"0",2.45e-06,"9",0.256,-11.824,"0",70,2020-09-28,0.0847,80.992,0.407,"2020","Fall",1,70
0.00143,0.6,278.473,0.736,"0",0.489,"4",0.593,-6.39,"0",0,2021-01-15,0.0792,131.079,0.163,"2021","Winter",0,0
0.0475,0.882,160.638,0.612,"0",5.07e-06,"4",0.182,-6.103,"1",74,2020-02-28,0.118,147.982,0.742,"2020","Winter",1,74
0.0734,0.652,240.11,0.814,"0",0.0263,"7",0.204,-6.314,"0",0,2021-01-15,0.0447,136.025,0.752,"2021","Winter",0,0
0.398,0.668,194.871,0.547,"0",0.0766,"1",0.0931,-8.024,"1",71,2020-09-25,0.0353,83.5,0.192,"2020","Fall",1,71
0.808,0.504,202.187,0.467,"0",0.00263,"10",0.123,-10.387,"1",20,2020-11-13,0.0307,95.279,0.729,"2020","Fall",0,20
0.00584,0.598,102.422,0.476,"1",0,"0",0.265,-3.673,"1",69,2020-12-25,0.0333,150.078,0.0545,"2020","Winter",1,69
0.0112,0.49,200.48,0.996,"0",0.204,"3",0.364,-1.446,"0",9,2020-01-29,0.204,126.253,0.145,"2020","Winter",0,9
0.476,0.562,158.099,0.46,"0",0,"5",0.107,-4.173,"1",74,2020-03-27,0.259,176.055,0.623,"2020","Spring",1,74
0.526,0.416,215.014,0.449,"0",0,"9",0.106,-5.883,"1",9,2020-09-25,0.0271,169.974,0.211,"2020","Fall",0,9
0.127,0.715,198.635,0.635,"0",0,"7",0.0862,-6.591,"1",75,2020-04-17,0.0791,112.887,0.39,"2020","Spring",1,75
0.025,0.399,161.855,0.765,"0",0,"9",0.335,-6.107,"1",9,2020-09-25,0.106,139.896,0.533,"2020","Fall",0,9
0.0225,0.741,144,0.931,"0",0.000102,"10",0.191,-3.447,"0",78,2020-12-18,0.0563,125.011,0.517,"2020","Winter",1,78
0.000494,0.732,77.588,0.473,"0",0.726,"5",0.145,-9.997,"0",4,2020-01-09,0.251,157.038,0.962,"2020","Winter",0,4
0.412,0.712,178,0.599,"1",2.15e-05,"5",0.103,-6.342,"0",77,2020-05-10,0.112,179.788,0.588,"2020","Spring",1,77
0.828,0.464,161.549,0.647,"0",0.0329,"10",0.248,-4.994,"1",3,2020-04-06,0.0283,117.882,0.199,"2020","Spring",0,3
0.0986,0.547,205.427,0.817,"0",0,"9",0.136,-4.255,"1",67,2020-01-17,0.0448,142.118,0.592,"2020","Winter",1,67
0.339,0.649,151.38,0.879,"0",3e-05,"9",0.187,-5.61,"1",9,2020-09-25,0.0509,122.075,0.888,"2020","Fall",0,9
0.00415,0.712,165.704,0.891,"0",0,"6",0.258,-2.76,"0",76,2020-10-23,0.0401,126.012,0.735,"2020","Fall",1,76
0.00214,0.476,274.53,0.99,"0",0.526,"1",0.405,-7.698,"1",14,2020-12-28,0.253,140.783,0.0527,"2020","Winter",0,14
0.817,0.542,245.267,0.299,"0",0,"0",0.109,-10.379,"1",73,2020-03-20,0.0305,141.917,0.274,"2020","Spring",1,73
0.000511,0.445,288.996,0.999,"0",0.921,"8",0.13,-7.444,"1",16,2020-12-28,0.0766,140.124,0.245,"2020","Winter",0,16
0.433,0.658,141.949,0.698,"1",0,"11",0.174,-5.95,"0",74,2020-01-31,0.177,139.054,0.456,"2020","Winter",1,74
0.000515,0.408,206.286,0.944,"0",0.918,"8",0.256,-10.459,"1",15,2020-12-28,0.0808,140.436,0.187,"2020","Winter",0,15
0.0679,0.562,184.444,0.589,"1",0,"7",0.0684,-7.509,"1",70,2020-05-15,0.265,88.903,0.188,"2020","Spring",1,70
6.48e-05,0.186,288.061,0.937,"0",0.868,"0",0.331,-8.202,"1",15,2020-12-28,0.0541,139.965,0.0398,"2020","Winter",0,15
0.124,0.499,207.668,0.898,"0",7.2e-06,"8",0.0832,-4.181,"0",75,2020-05-08,0.124,120.04,0.618,"2020","Spring",1,75
0.00357,0.403,216.41,0.991,"0",0.916,"8",0.212,-10.201,"1",15,2020-12-28,0.0636,140.59,0.152,"2020","Winter",0,15
0.000192,0.575,170.074,0.959,"1",0,"1",0.0515,-2.469,"0",71,2020-09-29,0.108,110.973,0.642,"2020","Fall",1,71
3.87e-06,0.28,153.427,0.852,"0",0.845,"11",0.295,-5.666,"1",11,2020-09-19,0.0516,179.938,0.473,"2020","Fall",0,11
0.0298,0.903,195.692,0.535,"1",0,"8",0.0851,-6.238,"1",67,2020-03-06,0.286,130.117,0.157,"2020","Winter",1,67
0.00017,0.419,319.971,0.989,"0",0.907,"10",0.498,-6.75,"0",15,2020-12-28,0.0551,140.311,0.0985,"2020","Winter",0,15
0.0112,0.624,147.071,0.628,"0",0.0191,"4",0.0814,-6.582,"0",77,2020-07-24,0.0408,114.556,0.772,"2020","Summer",1,77
0.566,0.404,180.773,0.385,"0",0,"2",0.367,-6.501,"1",20,2020-11-13,0.0299,109.936,0.292,"2020","Fall",0,20
0.488,0.472,279.204,0.655,"0",1.33e-05,"1",0.688,-8.392,"0",68,2020-12-25,0.0561,120.856,0.416,"2020","Winter",1,68
0.858,0.52,244.821,0.267,"0",0,"10",0.11,-7.394,"1",7,2020-11-18,0.0408,111.884,0.383,"2020","Fall",0,7
0.0363,0.886,192.024,0.672,"1",8.78e-06,"1",0.101,-4.394,"1",74,2020-02-28,0.188,91.976,0.526,"2020","Winter",1,74
0.394,0.501,335.386,0.57,"0",0,"0",0.37,-7.089,"1",9,2020-09-25,0.0278,140.008,0.119,"2020","Fall",0,9
0.05,0.9,182.49,0.498,"1",0,"11",0.125,-6.494,"0",68,2020-12-18,0.0725,130.088,0.739,"2020","Winter",1,68
0.0437,0.641,190.981,0.758,"0",0,"0",0.0852,-4.734,"1",8,2020-09-25,0.0243,93.054,0.92,"2020","Fall",0,8
0.685,0.849,195.952,0.489,"0",2.21e-05,"0",0.108,-7.433,"1",73,2020-12-31,0.0504,113.972,0.344,"2020","Winter",1,73
0.000697,0.826,257.853,0.776,"0",5.98e-05,"0",0.0414,-4.177,"1",13,2019-12-26,0.0544,128.006,0.808,"2019","Winter",0,13
0.0678,0.773,158.668,0.614,"1",0,"11",0.0873,-5.49,"0",72,2020-10-31,0.0776,115.015,0.7,"2020","Fall",1,72
0.00107,0.559,275.075,0.705,"0",0.207,"7",0.0348,-4.54,"1",13,2019-12-26,0.0347,129.988,0.779,"2019","Winter",0,13
0.267,0.85,210.607,0.536,"1",3.89e-05,"1",0.0996,-5.161,"1",75,2020-02-28,0.0599,96.029,0.505,"2020","Winter",1,75
0.0449,0.837,280.62,0.581,"0",0.000395,"2",0.0844,-6.602,"1",17,2019-12-26,0.0433,130.032,0.677,"2019","Winter",0,17
0.267,0.85,210.607,0.536,"1",3.89e-05,"1",0.0996,-5.161,"1",77,2020-02-14,0.0599,96.029,0.505,"2020","Winter",1,77
0.000362,0.617,257.013,0.883,"0",0.49,"1",0.0902,-4.536,"0",12,2019-12-26,0.0304,126.966,0.947,"2019","Winter",0,12
0.17,0.631,183.09,0.649,"0",0,"8",0.321,-4.939,"0",77,2020-11-30,0.0377,108.07,0.459,"2020","Fall",1,77
0.831,0.396,194.52,0.725,"0",0,"2",0.876,-8.301,"1",19,2020-11-13,0.0699,155.987,0.749,"2020","Fall",0,19
0.0203,0.638,160.398,0.699,"1",0,"1",0.0879,-6.542,"1",73,2020-12-11,0.0892,121.122,0.57,"2020","Fall",1,73
0.72,0.771,137.15,0.065,"0",0.816,"11",0.111,-24.889,"1",9,2020-01-08,0.0577,69.934,0.263,"2020","Winter",0,9
0.0318,0.758,194.347,0.666,"1",0.00418,"8",0.289,-8.088,"1",68,2020-07-17,0.14,162.083,0.701,"2020","Summer",1,68
0.359,0.733,210.627,0.706,"0",4.7e-05,"9",0.0639,-7.627,"1",7,2020-07-31,0.03,116.324,0.463,"2020","Summer",0,7
0.888,0.341,196.254,0.181,"0",0,"2",0.137,-12.073,"0",72,2020-12-07,0.0366,83.608,0.212,"2020","Fall",1,72
0.14,0.766,107.99,0.94,"0",0,"2",0.0554,-2.676,"1",9,2020-09-25,0.124,129.998,0.968,"2020","Fall",0,9
0.0301,0.82,188.2,0.568,"1",0.0092,"4",0.169,-6.963,"1",71,2020-11-27,0.0538,113.941,0.478,"2020","Fall",1,71
0.000811,0.65,187.316,0.617,"0",0.981,"7",0.0839,-15.308,"1",9,2020-12-18,0.039,123.02,0.0706,"2020","Winter",0,9
0.182,0.756,204.18,0.83,"1",0.000384,"1",0.227,-5.288,"1",81,2020-11-05,0.0842,175.961,0.422,"2020","Fall",1,81
9.27e-05,0.64,201.6,0.696,"0",0.00815,"7",0.146,-7.582,"1",12,2020-02-07,0.0313,125.012,0.493,"2020","Winter",0,12
0.00952,0.917,228.333,0.569,"1",0,"7",0.0774,-10.456,"1",68,2020-11-13,0.279,144.014,0.907,"2020","Fall",1,68
0.00315,0.624,232.5,0.691,"0",5.09e-05,"9",0.12,-6.624,"1",9,2020-05-18,0.0496,128.074,0.6,"2020","Spring",0,9
0.482,0.484,177.446,0.405,"0",0,"6",0.144,-7.685,"1",69,2020-10-02,0.0897,95.589,0.219,"2020","Fall",1,69
7.96e-05,0.809,352.258,0.68,"0",0.503,"11",0.0434,-11.522,"0",0,2021-01-15,0.0606,124.001,0.5,"2021","Winter",0,0
0.208,0.722,198.966,0.658,"1",0,"0",0.249,-4.94,"1",74,2020-06-26,0.119,87.004,0.592,"2020","Summer",1,74
0.000225,0.662,288.107,0.923,"0",0.268,"2",0.182,-4.299,"1",8,2020-05-18,0.0371,139.989,0.158,"2020","Spring",0,8
0.131,0.524,221.224,0.511,"1",0,"7",0.082,-8.666,"0",70,2020-10-23,0.417,81.328,0.524,"2020","Fall",1,70
0.79,0.719,75.006,0.0818,"0",0.796,"3",0.11,-25.586,"1",9,2020-01-08,0.0439,80.093,0.432,"2020","Winter",0,9
0.0578,0.475,215.52,0.565,"0",4.84e-05,"1",0.341,-7.853,"0",72,2020-11-27,0.0378,165.091,0.154,"2020","Fall",1,72
0.146,0.57,179.427,0.898,"0",0,"6",0.131,-2.956,"1",11,2020-11-18,0.0865,188.057,0.962,"2020","Fall",0,11
0.133,0.679,206.08,0.408,"0",0.00455,"4",0.23,-9.754,"0",72,2020-05-01,0.0882,129.079,0.151,"2020","Spring",1,72
0.259,0.401,195.261,0.692,"0",0,"0",0.118,-5.551,"1",8,2020-11-27,0.0306,199.7,0.712,"2020","Fall",0,8
0.537,0.48,49.867,0.486,"0",0,"3",0.487,-12.804,"0",61,2021-01-08,0.407,177.115,0.703,"2021","Winter",1,61
0.012,0.767,133.715,0.816,"0",0.178,"1",0.0784,-6.21,"0",1,2020-12-25,0.288,124.013,0.224,"2020","Winter",0,1
0.00275,0.692,37.107,0.477,"0",0,"1",0.126,-11.861,"1",61,2021-01-08,0.427,100.721,0.149,"2021","Winter",1,61
0.0118,0.297,187.522,0.263,"0",0.619,"5",0.554,-21.674,"1",0,2021-01-16,0.0585,98.099,0.048,"2021","Winter",0,0
0.525,0.675,190.96,0.305,"0",0,"7",0.362,-12.211,"0",51,2021-01-22,0.0648,127.754,0.413,"2021","Winter",1,51
0.518,0.64,200.473,0.591,"0",0,"1",0.0624,-7.683,"1",0,2020-12-29,0.0999,147.973,0.541,"2020","Winter",0,0
0.0535,0.843,162.759,0.546,"1",0,"2",0.203,-6.376,"1",63,2021-01-15,0.0678,126.098,0.718,"2021","Winter",1,63
0.927,0.76,188.586,0.032,"0",0.951,"3",0.0763,-13.463,"1",0,2021-01-16,0.0793,82.057,0.621,"2021","Winter",0,0
0.127,0.597,168.387,0.527,"0",0,"10",0.14,-8.658,"0",2,2021-01-15,0.0412,123.946,0.535,"2021","Winter",0,2
0.0591,0.733,147.097,0.817,"0",2.71e-06,"6",0.0653,-4.622,"1",0,2020-12-25,0.0351,123.963,0.406,"2020","Winter",0,0
0.0405,0.677,152.913,0.744,"0",0.000153,"10",0.074,-6.806,"0",3,2021-01-10,0.0296,124.077,0.631,"2021","Winter",0,3
0.0981,0.654,87.942,0.492,"0",9.14e-05,"2",0.106,-10.159,"1",0,2020-09-13,0.0653,140.139,0.537,"2020","Summer",0,0
0.129,0.835,117.16,0.47,"0",5.26e-05,"10",0.545,-5.518,"1",66,2021-01-15,0.154,120.036,0.481,"2021","Winter",1,66
0.606,0.795,348.392,0.996,"0",0.926,"5",0.0709,-9.274,"0",0,2020-12-31,0.0371,123.979,0.554,"2020","Winter",0,0
0.429,0.875,194.693,0.649,"0",0.00237,"6",0.0704,-5.754,"1",69,2021-01-11,0.0433,140.031,0.833,"2021","Winter",1,69
0.291,0.795,145.084,0.383,"1",7.95e-05,"9",0.132,-14.212,"1",0,2021-01-01,0.38,179.97,0.573,"2021","Winter",0,0
0.00151,0.964,178.405,0.398,"1",3.95e-05,"11",0.101,-8.981,"0",63,2021-01-15,0.0795,105.012,0.563,"2021","Winter",1,63
0.944,0.647,136.371,0.027,"0",0.917,"5",0.157,-19.509,"1",0,2021-01-19,0.0661,106.729,0.581,"2021","Winter",0,0
0.721,0.515,70.2,0.444,"0",0,"1",0.659,-13.753,"0",61,2021-01-08,0.355,87.175,0.651,"2021","Winter",1,61
0.0926,0.779,249.443,0.902,"0",0.00122,"7",0.477,-6.098,"0",0,2021-01-01,0.065,108.003,0.947,"2021","Winter",0,0
0.105,0.903,187.384,0.529,"1",0.00255,"8",0.138,-9.901,"1",43,2021-01-08,0.0623,100.977,0.353,"2021","Winter",0,43
0.109,0.799,179.107,0.721,"0",1e-04,"2",0.142,-8.645,"0",0,2020-12-25,0.217,125.998,0.417,"2020","Winter",0,0
0.708,0.657,198.035,0.357,"1",8.28e-06,"9",0.0803,-10.922,"0",42,2021-01-08,0.0699,114.994,0.336,"2021","Winter",0,42
0.0807,0.654,180.326,0.612,"0",0,"7",0.056,-5.493,"1",0,2020-12-29,0.067,183.976,0.411,"2020","Winter",0,0
0.937,0.54,191.813,0.195,"0",0.00079,"10",0.18,-11.952,"1",1,2021-01-22,0.0307,133.967,0.42,"2021","Winter",0,1
0.00926,0.575,386.141,0.845,"0",0.94,"1",0.246,-6.403,"1",0,2021-01-10,0.036,138.018,0.171,"2021","Winter",0,0
0.554,0.471,234.4,0.578,"0",0,"0",0.222,-5.286,"1",2,2021-01-22,0.0287,87.065,0.289,"2021","Winter",0,2
0.0139,0.635,150.968,0.947,"0",0.296,"7",0.416,-4.371,"0",1,2020-12-25,0.0921,123.948,0.186,"2020","Winter",0,1
0.295,0.401,154.435,0.304,"0",0.000645,"0",0.118,-9.19,"1",1,2021-01-22,0.0331,61.246,0.173,"2021","Winter",0,1
0.00132,0.719,464.64,0.988,"0",0.919,"1",0.408,-5.358,"1",0,2020-12-18,0.0432,124.989,0.894,"2020","Winter",0,0
0.248,0.271,253.279,0.648,"0",0,"8",0.121,-5.664,"1",0,2021-01-22,0.051,189.218,0.261,"2021","Winter",0,0
0.184,0.752,183.335,0.776,"0",0,"6",0.0963,-5.299,"0",0,2021-01-01,0.0637,109.997,0.577,"2021","Winter",0,0
0.173,0.822,206.987,0.744,"0",7.03e-05,"9",0.0692,-6.096,"1",0,2021-01-22,0.094,94.04,0.747,"2021","Winter",0,0
0.0156,0.732,199.277,0.677,"0",0,"11",0.172,-8.677,"0",0,2021-01-01,0.138,82.503,0.853,"2021","Winter",0,0
0.124,0.765,212.027,0.816,"0",8.19e-05,"1",0.197,-3.99,"1",0,2021-01-22,0.0595,89.005,0.624,"2021","Winter",0,0
0.0155,0.751,161.92,0.788,"0",1.19e-05,"6",0.145,-6.245,"0",0,2020-12-25,0.114,125.91,0.095,"2020","Winter",0,0
